x,y,height_m,height_then_m,growth_m,cai_m_yr,stand_x,stand_y,in_target,leave_tree,harvest
364060.5,6686457.5,16.690000534057617,10.760000228881836,5.930000305175781,0.49416669209798175,364000,6686400,False,False,False
364115.5,6686457.5,18.90999984741211,18.030000686645508,0.8799991607666016,0.0733332633972168,364100,6686400,False,False,False
364960.5,6686457.5,26.809999465942383,25.729999542236328,1.0799999237060547,0.08999999364217122,364900,6686400,False,False,False
364169.5,6686456.5,26.8700008392334,24.940000534057617,1.9300003051757812,0.16083335876464844,364100,6686400,False,False,False
364284.5,6686456.5,18.68000030517578,11.09000015258789,7.590000152587891,0.6325000127156576,364200,6686400,False,False,False
364291.5,6686456.5,21.399999618530273,15.699999809265137,5.699999809265137,0.47499998410542804,364200,6686400,False,False,False
364300.5,6686456.5,20.739999771118164,16.049999237060547,4.690000534057617,0.39083337783813477,364300,6686400,False,False,False
364732.5,6686456.5,16.889999389648438,14.270000457763672,2.6199989318847656,0.21833324432373047,364700,6686400,False,False,False
364128.5,6686455.5,19.5,16.530000686645508,2.969999313354492,0.24749994277954102,364100,6686400,False,False,False
364210.5,6686455.5,20.6200008392334,15.550000190734863,5.070000648498535,0.4225000540415446,364200,6686400,False,False,False
